title,year,publication_date,doi,pmid,url,venue,cited_by_count,primary_task,task_en,task_zh,evidence_tier,source_dbs,source_ids
[Effectiveness and safety of robotic assisted-bronchoscopy system in locating and removing spring coils placed in the peripheral lung of beagle dogs: a pilot study].,2021,2021-12-12,10.3760/cma.j.cn112147-20210802-00541,34915620.0,https://doi.org/10.3760/cma.j.cn112147-20210802-00541,PubMed,1,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,W4200156746; MED:34915620
A Kinematic Modeling and Control Scheme for Different Robotic Endoscopes: A Rudimentary Research Prototype,2022,2022-06-27,10.1109/lra.2022.3186758,,https://doi.org/10.1109/lra.2022.3186758,IEEE Robotics and Automation Letters,7,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex,W4285983667
ADJUNCTIVE USE OF DISPOSABLE 1.1-MM CRYOPROBE WITH ROBOTIC-ASSISTED BRONCHOSCOPY,2022,2022-10-01,10.1016/j.chest.2022.08.1712,,https://doi.org/10.1016/j.chest.2022.08.1712,CHEST Journal,3,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W4304149026
COMBINING REAL-TIME 3-D IMAGING AND AUGMENTED FLUOROSCOPY WITH ROBOTIC BRONCHOSCOPY FOR THE DIAGNOSIS OF PERIPHERAL LUNG NODULES,2022,2022-10-01,10.1016/j.chest.2022.08.1720,,https://doi.org/10.1016/j.chest.2022.08.1720,CHEST Journal,10,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex,W4304146097
Current Engineering Developments for Robotic Systems in Flexible Endoscopy,2022,2022-12-05,10.1016/j.tige.2022.11.006,,https://doi.org/10.1016/j.tige.2022.11.006,Techniques and Innovations in Gastrointestinal Endoscopy,20,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W4310713305
Current investigative modalities for detecting and staging lung cancers: a comprehensive summary,2022,2022-12-01,10.1007/s12055-022-01430-2,36590039.0,https://doi.org/10.1007/s12055-022-01430-2,Indian Journal of Thoracic and Cardiovascular Surgery,11,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,MED:36590039; W4310536039
DIAGNOSTIC ACCURACY OF ROBOTIC-ASSISTED BRONCHOSCOPY USING SHAPE-SENSING TECHNOLOGY WITH CONE-BEAM CT IMAGING IN EVALUATION OF PULMONARY LESIONS: A RETROSPECTIVE REVIEW,2022,2022-10-01,10.1016/j.chest.2022.08.1365,,https://doi.org/10.1016/j.chest.2022.08.1365,CHEST Journal,1,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex,W4303985105
Design and experimental investigation of a vibro-impact self-propelled capsule robot with orientation control,2022,2022-02-23,10.48550/arxiv.2202.11784,,https://doi.org/10.48550/arxiv.2202.11784,arXiv (Cornell University),0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex,W4292466666
Efficient procedure planning for comprehensive lymph node staging bronchoscopy,2022,2022-09-06,10.1117/1.jmi.9.5.055001,,https://doi.org/10.1117/1.jmi.9.5.055001,Journal of medical imaging,3,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W4294770314
Eye tracking technology in endoscopy: Looking to the future,2022,2022-10-25,10.1111/den.14461,36281784.0,https://doi.org/10.1111/den.14461,Digestive Endoscopy,16,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,MED:36281784; W4307233603
Feasibility of shape-sensing robotic-assisted bronchoscopy for biomarker identification in patients with thoracic malignancies,2022,2022-11-25,10.1016/j.jtcvs.2022.10.059,,https://doi.org/10.1016/j.jtcvs.2022.10.059,Journal of Thoracic and Cardiovascular Surgery,16,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W4310065134
Interventional Pulmonary,2022,2022-08-01,10.1055/s-0042-1753472,,https://doi.org/10.1055/s-0042-1753472,Seminars in Respiratory and Critical Care Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W4295768361
Intuitive endoscopic robot master device with image orientation correction,2022,2022-05-05,10.1002/rcs.2415,35512295.0,https://doi.org/10.1002/rcs.2415,International Journal of Medical Robotics and Computer Assisted Surgery,5,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,MED:35512295; W4229007560
Intuitive master device for endoscopic robots with visual‐motor correspondence,2022,2022-03-29,10.1002/rcs.2397,,https://doi.org/10.1002/rcs.2397,International Journal of Medical Robotics and Computer Assisted Surgery,5,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W4220895048
Lateral Decubitus Positioning for Mobile CT-guided Robotic Bronchoscopy,2022,2022-06-22,10.1097/lbr.0000000000000844,35730780.0,https://doi.org/10.1097/lbr.0000000000000844,Journal of Bronchology & Interventional Pulmonology,19,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,MED:35730780; W4283330531
